cell_name,crate_label,specific_energy_wh_kg,specific_power_w_kg,technology
BCAP3000,gcpl_maxwell3000F_1_5A,3.4791613536397032,5.347242832183838,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.4949138933430497,5.33244514465332,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.5107115301689515,5.317647457122803,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.52605237975856,5.30294132232666,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.541791635199714,5.287960052490234,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.5570759255198228,5.273161888122559,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.5726682981263664,5.258272171020508,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.5883624376623606,5.243382930755615,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.603575879173666,5.22858476638794,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.618949370837204,5.213787078857422,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.6343082140635694,5.198988914489746,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.649277297664591,5.1841912269592285,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.66446255510596,5.169393539428711,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.67957532401868,5.154319763183594,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.695072997118337,5.139338493347168,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.709841577794235,5.124540328979492,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.724993593642847,5.109467029571533,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.740043744607816,5.0940260887146,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.7553600045679785,5.079136371612549,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.770349670039357,5.06424617767334,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.785239277052944,5.0494489669799805,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.79988923291548,5.034650802612305,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.814384476103434,5.019853115081787,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.828669970364116,5.0050554275512695,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.8431910714488575,4.990349292755127,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.8578907741311528,4.975551128387451,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.8721052096370383,4.960753917694092,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.886607396353006,4.945864200592041,Li-ion
